,type,coordinates,date,lon,lat
21,Point,"[76.13131624506164, 30.41277254128304]",06-11-2018,76.13131625,30.41277254
22,Point,"[76.38788588194002, 30.476923117756552]",06-11-2018,76.38788588,30.47692312
23,Point,"[76.37816642619323, 30.48356997874947]",06-11-2018,76.37816643,30.48356998
24,Point,"[76.34147879907087, 30.54478478641949]",06-11-2018,76.3414788,30.54478479
25,Point,"[76.20017348073486, 30.489643615810227]",06-11-2018,76.20017348,30.48964362
26,Point,"[76.21269511113037, 30.473396923629117]",06-11-2018,76.21269511,30.47339692
27,Point,"[76.35337160954346, 30.45837895394744]",06-11-2018,76.35337161,30.45837895
28,Point,"[76.25108140954819, 30.77863834554012]",06-11-2018,76.25108141,30.77863835
29,Point,"[76.02877735278997, 30.629789671635088]",06-11-2018,76.02877735,30.62978967
30,Point,"[75.97577780966213, 30.654820371083765]",06-11-2018,75.97577781,30.65482037
31,Point,"[75.97112929398106, 30.7008010943542]",06-11-2018,75.97112929,30.70080109
32,Point,"[75.96782481247472, 30.70426968369848]",06-11-2018,75.96782481,30.70426968
33,Point,"[76.12250521980069, 30.68145091864478]",06-11-2018,76.12250522,30.68145092
34,Point,"[76.10906706396806, 30.66469120468488]",06-11-2018,76.10906706,30.6646912
0,Point,"[75.4146021440653, 31.453491190701424]",09-11-2018,75.41460214,31.45349119
1,Point,"[74.79994224998362, 31.460390322800034]",09-11-2018,74.79994225,31.46039032
2,Point,"[75.16138210596853, 31.351474828752334]",09-11-2018,75.16138211,31.35147483
3,Point,"[75.74323061003247, 31.474261036337918]",09-11-2018,75.74323061,31.47426104
4,Point,"[75.2670726950477, 30.890858862331548]",09-11-2018,75.2670727,30.89085886
5,Point,"[75.10633023284653, 30.940767042917482]",09-11-2018,75.10633023,30.94076704
6,Point,"[75.24100425000894, 30.96637419780142]",09-11-2018,75.24100425,30.9663742
7,Point,"[75.43992329200621, 30.956314529513744]",09-11-2018,75.43992329,30.95631453
8,Point,"[75.17411270453465, 31.041838426411157]",09-11-2018,75.1741127,31.04183843
9,Point,"[76.27146739367687, 30.464298274641163]",09-11-2018,76.27146739,30.46429827
10,Point,"[75.99757372980766, 30.506207918056873]",09-11-2018,75.99757373,30.50620792
11,Point,"[75.78040886485607, 30.527964032096275]",09-11-2018,75.78040886,30.52796403
12,Point,"[75.73312106905695, 30.538815937117974]",09-11-2018,75.73312107,30.53881594
13,Point,"[75.66213908968683, 30.522212798474236]",09-11-2018,75.66213909,30.5222128
14,Point,"[75.81120254454783, 30.58731555961466]",09-11-2018,75.81120254,30.58731556
15,Point,"[75.60678433281845, 30.566928781830775]",09-11-2018,75.60678433,30.56692878
16,Point,"[75.43208209280856, 30.661339355732597]",09-11-2018,75.43208209,30.66133936
17,Point,"[75.47195139111979, 30.68515851980122]",09-11-2018,75.47195139,30.68515852
0,Point,"[75.2905552293829, 29.57383147413941]",19-11-2018,75.29055523,29.57383147
1,Point,"[75.29511191374974, 29.718137518099557]",19-11-2018,75.29511191,29.71813752
2,Point,"[75.64725807248352, 30.25859933463632]",19-11-2018,75.64725807,30.25859933
3,Point,"[75.49026234754531, 30.26274520958363]",19-11-2018,75.49026235,30.26274521
4,Point,"[75.4472148174801, 30.273682332861462]",19-11-2018,75.44721482,30.27368233
5,Point,"[75.25021029069264, 30.227412738111653]",19-11-2018,75.25021029,30.22741274
6,Point,"[75.25173388766241, 30.25013271935894]",19-11-2018,75.25173389,30.25013272
7,Point,"[75.14599047945929, 30.231716513997426]",19-11-2018,75.14599048,30.23171651
8,Point,"[75.1424016900719, 30.172926533224622]",19-11-2018,75.14240169,30.17292653
9,Point,"[75.34423905867848, 30.11112398328367]",19-11-2018,75.34423906,30.11112398
10,Point,"[75.26091490641167, 30.13933920446144]",19-11-2018,75.26091491,30.1393392
11,Point,"[75.37455473795464, 30.167672994174843]",19-11-2018,75.37455474,30.16767299
12,Point,"[74.6379293336967, 29.997471867985805]",19-11-2018,74.63792933,29.99747187
13,Point,"[74.56188334370647, 30.11719559384453]",19-11-2018,74.56188334,30.11719559
14,Point,"[74.56016672993694, 30.11392882054235]",19-11-2018,74.56016673,30.11392882
15,Point,"[74.38086869129472, 30.190519000392758]",19-11-2018,74.38086869,30.190519
16,Point,"[74.39783656843622, 30.255509601125418]",19-11-2018,74.39783657,30.2555096
17,Point,"[74.27608471049041, 30.45478403029842]",19-11-2018,74.27608471,30.45478403
18,Point,"[74.16743616571233, 30.459129350114928]",19-11-2018,74.16743617,30.45912935
19,Point,"[74.35694906735498, 30.51023383631939]",19-11-2018,74.35694907,30.51023384
20,Point,"[74.53735885223786, 30.55313210045838]",19-11-2018,74.53735885,30.5531321
21,Point,"[74.69631728729645, 30.5438185154487]",19-11-2018,74.69631729,30.54381852
22,Point,"[74.72467072874558, 30.390877917686662]",19-11-2018,74.72467073,30.39087792
23,Point,"[74.7971118298198, 30.42703185686154]",19-11-2018,74.79711183,30.42703186
24,Point,"[74.8658477603695, 30.46723496982081]",19-11-2018,74.86584776,30.46723497
25,Point,"[74.94080192057864, 30.4750471252382]",19-11-2018,74.94080192,30.47504713
26,Point,"[75.03596516031259, 30.490001772109792]",19-11-2018,75.03596516,30.49000177
27,Point,"[75.06076040782428, 30.519614743033713]",19-11-2018,75.06076041,30.51961474
28,Point,"[75.11569204844928, 30.507044248193697]",19-11-2018,75.11569205,30.50704425
29,Point,"[75.14401617564654, 30.516361359099704]",19-11-2018,75.14401618,30.51636136
30,Point,"[75.18442074274581, 30.54430733343612]",19-11-2018,75.18442074,30.54430733
31,Point,"[75.21737972712081, 30.534253623019087]",19-11-2018,75.21737973,30.53425362
32,Point,"[75.42693346908611, 30.549396447355186]",19-11-2018,75.42693347,30.54939645
33,Point,"[75.42796343734783, 30.511574879859133]",19-11-2018,75.42796344,30.51157488
34,Point,"[75.51489719166234, 30.64048169084458]",19-11-2018,75.51489719,30.64048169
35,Point,"[75.55849918140844, 30.638709341982775]",19-11-2018,75.55849918,30.63870934
36,Point,"[75.48630760288896, 30.685155774886383]",19-11-2018,75.4863076,30.68515577
37,Point,"[75.15127143076202, 30.6247828456312]",19-11-2018,75.15127143,30.62478285
38,Point,"[75.15951117685579, 30.649838992704172]",19-11-2018,75.15951118,30.64983899
39,Point,"[75.37553456582047, 30.760658028971495]",19-11-2018,75.37553457,30.76065803
40,Point,"[75.56331442032992, 30.733982095036346]",19-11-2018,75.56331442,30.7339821
41,Point,"[74.93644220139781, 30.934488120522886]",19-11-2018,74.9364422,30.93448812
42,Point,"[74.52237357990809, 31.196792262742925]",19-11-2018,74.52237358,31.19679226
43,Point,"[74.55327262775965, 31.19745303136813]",19-11-2018,74.55327263,31.19745303
44,Point,"[74.5673665575885, 31.216481641282414]",19-11-2018,74.56736656,31.21648164
45,Point,"[74.82271246810532, 31.336008610451056]",19-11-2018,74.82271247,31.33600861
46,Point,"[74.80896378586122, 31.34770768363438]",19-11-2018,74.80896379,31.34770768
47,Point,"[74.706130827435, 31.430831608038147]",19-11-2018,74.70613083,31.43083161
48,Point,"[75.96603935825752, 29.815767281020843]",19-11-2018,75.96603936,29.81576728
49,Point,"[75.89574936358785, 30.02457442469716]",19-11-2018,75.89574936,30.02457442
50,Point,"[75.76417091815328, 30.168340179561454]",19-11-2018,75.76417092,30.16834018
51,Point,"[76.29971386813801, 30.46475021757752]",19-11-2018,76.29971387,30.46475022
52,Point,"[75.96591595557665, 30.737051672397417]",19-11-2018,75.96591596,30.73705167
53,Point,"[75.96076611426805, 30.744207422540903]",19-11-2018,75.96076611,30.74420742
54,Point,"[75.90327572638017, 30.744260339878313]",19-11-2018,75.90327573,30.74426034
55,Point,"[75.9935581424501, 30.90903141827072]",19-11-2018,75.99355814,30.90903142
56,Point,"[76.09337923314834, 30.921696892672063]",19-11-2018,76.09337923,30.92169689
57,Point,"[75.50625015419908, 30.9445895047647]",19-11-2018,75.50625015,30.9445895
0,Point,"[76.02060306468441, 29.91954435180502]",21-11-2018,76.02060306,29.91954435
1,Point,"[76.16194545193318, 30.2851471652417]",21-11-2018,76.16194545,30.28514717
2,Point,"[76.33038543284218, 30.47405309304171]",21-11-2018,76.33038543,30.47405309
0,Point,"[76.54378649044554, 30.17478374641966]",22-10-2018,76.54378649,30.17478375
1,Point,"[76.44831594554127, 30.25546556838581]",22-10-2018,76.44831595,30.25546557
2,Point,"[76.44622155171814, 30.27875093737615]",22-10-2018,76.44622155,30.27875094
3,Point,"[75.97584747250137, 30.269119832653747]",22-10-2018,75.97584747,30.26911983
4,Point,"[76.21225714591887, 31.054487259381013]",22-10-2018,76.21225715,31.05448726
0,Point,"[75.1186577020261, 31.82590997411743]",25-10-2018,75.1186577,31.82590997
1,Point,"[75.11812204169065, 31.857101066970333]",25-10-2018,75.11812204,31.85710107
2,Point,"[75.2041463470342, 31.622883115748927]",25-10-2018,75.20414635,31.62288312
3,Point,"[75.29136716937339, 31.609315964188678]",25-10-2018,75.29136717,31.60931596
4,Point,"[75.47594606494224, 31.54267856017962]",25-10-2018,75.47594606,31.54267856
5,Point,"[75.55814695174256, 31.57061703417256]",25-10-2018,75.55814695,31.57061703
6,Point,"[75.55911713121932, 31.584117792697857]",25-10-2018,75.55911713,31.58411779
7,Point,"[75.23124752627412, 31.691591589899048]",25-10-2018,75.23124753,31.69159159
8,Point,"[75.24373589144746, 31.690934296679078]",25-10-2018,75.24373589,31.6909343
9,Point,"[75.03036444525107, 31.440642991232714]",25-10-2018,75.03036445,31.44064299
10,Point,"[75.07180389210056, 31.48100909101198]",25-10-2018,75.07180389,31.48100909
11,Point,"[74.72404768315162, 31.42137672882492]",25-10-2018,74.72404768,31.42137673
12,Point,"[74.74769992199555, 31.38650313946501]",25-10-2018,74.74769992,31.38650314
13,Point,"[74.63494691599766, 31.237990850547217]",25-10-2018,74.63494692,31.23799085
14,Point,"[74.56911110733988, 31.275220603407075]",25-10-2018,74.56911111,31.2752206
15,Point,"[74.60390786413672, 30.61840194652197]",25-10-2018,74.60390786,30.61840195
16,Point,"[74.20474885294716, 30.32679043725446]",25-10-2018,74.20474885,30.32679044
17,Point,"[74.395320734065, 30.33968217190018]",25-10-2018,74.39532073,30.33968217
18,Point,"[74.5284706303074, 30.332887502926443]",25-10-2018,74.52847063,30.3328875
19,Point,"[75.12458776784474, 29.939708656136865]",25-10-2018,75.12458777,29.93970866
20,Point,"[75.0881097252422, 29.94439427627655]",25-10-2018,75.08810973,29.94439428
21,Point,"[75.03947975221634, 29.945509867586562]",25-10-2018,75.03947975,29.94550987
22,Point,"[75.39719367408054, 29.91456284383665]",25-10-2018,75.39719367,29.91456284
23,Point,"[75.50887459472163, 29.782988619742344]",25-10-2018,75.50887459,29.78298862
24,Point,"[75.5592903475504, 29.815210321126425]",25-10-2018,75.55929035,29.81521032
25,Point,"[75.5892198529739, 29.8693156241059]",25-10-2018,75.58921985,29.86931562
26,Point,"[75.87095669889003, 29.89469657718999]",25-10-2018,75.8709567,29.89469658
27,Point,"[76.06931141995936, 29.895291857850612]",25-10-2018,76.06931142,29.89529186
28,Point,"[75.99156454083831, 29.933108542988812]",25-10-2018,75.99156454,29.93310854
29,Point,"[76.15240934915794, 29.932353989621006]",25-10-2018,76.15240935,29.93235399
30,Point,"[76.15481260843528, 29.933916002986653]",25-10-2018,76.15481261,29.933916
31,Point,"[76.09758046449376, 30.195288618619358]",25-10-2018,76.09758046,30.19528862
32,Point,"[76.47389849469332, 30.48500586523571]",25-10-2018,76.47389849,30.48500587
33,Point,"[76.5035959129062, 30.4796801947807]",25-10-2018,76.50359591,30.47968019
34,Point,"[76.48394068524507, 30.467844328412077]",25-10-2018,76.48394069,30.46784433
35,Point,"[76.5272084919686, 30.64852411027397]",25-10-2018,76.52720849,30.64852411
36,Point,"[76.4972906181496, 30.67513106893324]",25-10-2018,76.49729062,30.67513107
37,Point,"[76.50866318437275, 30.675352530855744]",25-10-2018,76.50866318,30.67535253
38,Point,"[75.73659051657322, 31.296088614727115]",25-10-2018,75.73659052,31.29608861
39,Point,"[75.27869621411396, 31.814222898380795]",25-10-2018,75.27869621,31.8142229
40,Point,"[75.27641957968638, 31.983153746851027]",25-10-2018,75.27641958,31.98315375
0,Point,"[76.69558198106418, 30.359094467083843]",27-10-2018,76.69558198,30.35909447
1,Point,"[76.46738873643923, 30.28869989763861]",27-10-2018,76.46738874,30.2886999
2,Point,"[76.31299384221562, 30.29304099341736]",27-10-2018,76.31299384,30.29304099
3,Point,"[76.17745560422455, 30.358441767116293]",27-10-2018,76.1774556,30.35844177
4,Point,"[76.03932109479334, 30.355417496260664]",27-10-2018,76.03932109,30.3554175
5,Point,"[76.02249827985193, 30.41154183046609]",27-10-2018,76.02249828,30.41154183
6,Point,"[76.32018814540085, 30.69133496325384]",27-10-2018,76.32018815,30.69133496
7,Point,"[76.81440578208172, 30.445243969779096]",27-10-2018,76.81440578,30.44524397
8,Point,"[76.72840343165443, 30.47755340841956]",27-10-2018,76.72840343,30.47755341
9,Point,"[76.39145073330533, 30.871468068117522]",27-10-2018,76.39145073,30.87146807
10,Point,"[76.52347966014767, 30.127170614935945]",27-10-2018,76.52347966,30.12717061
11,Point,"[76.16338640051734, 30.034983896358245]",27-10-2018,76.1633864,30.0349839
12,Point,"[76.19217886427877, 29.990466717847045]",27-10-2018,76.19217886,29.99046672
13,Point,"[76.18231607300034, 29.884121026072897]",27-10-2018,76.18231607,29.88412103
14,Point,"[75.86792514612529, 29.944481110600105]",27-10-2018,75.86792515,29.94448111
15,Point,"[75.8401491598697, 30.04498268812081]",27-10-2018,75.84014916,30.04498269
16,Point,"[76.17556348921265, 30.291517473826687]",27-10-2018,76.17556349,30.29151747
17,Point,"[76.32544698546143, 30.44822185952445]",27-10-2018,76.32544699,30.44822186
18,Point,"[76.49039659597105, 30.413637626955364]",27-10-2018,76.4903966,30.41363763
19,Point,"[76.52126396761979, 30.435618296928205]",27-10-2018,76.52126397,30.4356183
20,Point,"[76.60442150788516, 30.88718281508939]",27-10-2018,76.60442151,30.88718282
21,Point,"[76.17124787228167, 31.12583235721851]",27-10-2018,76.17124787,31.12583236
22,Point,"[76.42895158047675, 30.528437247083158]",27-10-2018,76.42895158,30.52843725
23,Point,"[76.58444429193376, 30.587528368764637]",27-10-2018,76.58444429,30.58752837
24,Point,"[76.6843951538133, 30.395624262268786]",27-10-2018,76.68439515,30.39562426
25,Point,"[76.66117050813799, 30.354377386974473]",27-10-2018,76.66117051,30.35437739
26,Point,"[76.49412614425725, 30.20868100143467]",27-10-2018,76.49412614,30.208681
27,Point,"[75.79920969893463, 29.829589848697843]",27-10-2018,75.7992097,29.82958985
0,Point,"[74.96015854274823, 31.716271331746483]",30-10-2018,74.96015854,31.71627133
1,Point,"[74.88484359588448, 31.51809379761939]",30-10-2018,74.8848436,31.5180938
2,Point,"[74.8198313468597, 31.507775247436275]",30-10-2018,74.81983135,31.50777525
3,Point,"[75.07279227610069, 31.348234330677187]",30-10-2018,75.07279228,31.34823433
4,Point,"[74.64972972845673, 31.39414738675287]",30-10-2018,74.64972973,31.39414739
5,Point,"[74.70154952621358, 31.231989261774988]",30-10-2018,74.70154953,31.23198926
6,Point,"[74.6846408805837, 31.271685809694322]",30-10-2018,74.68464088,31.27168581
7,Point,"[74.86221827418564, 31.185729728601792]",30-10-2018,74.86221827,31.18572973
8,Point,"[74.84113090165293, 31.2018027071302]",30-10-2018,74.8411309,31.20180271
9,Point,"[75.05703315946775, 31.20787618878942]",30-10-2018,75.05703316,31.20787619
10,Point,"[75.54759089700993, 31.4163809964651]",30-10-2018,75.5475909,31.416381
11,Point,"[75.73533965089312, 31.3750467164684]",30-10-2018,75.73533965,31.37504672
12,Point,"[75.59448550790894, 31.60824159156257]",30-10-2018,75.59448551,31.60824159
13,Point,"[75.59122394174683, 31.604148022580393]",30-10-2018,75.59122394,31.60414802
14,Point,"[76.07022638190219, 29.98550135104636]",30-10-2018,76.07022638,29.98550135
15,Point,"[76.03085761939582, 30.01300847411216]",30-10-2018,76.03085762,30.01300847
16,Point,"[76.03784853672465, 30.082428788390086]",30-10-2018,76.03784854,30.08242879
17,Point,"[75.86659140703523, 30.114901924555696]",30-10-2018,75.86659141,30.11490192
18,Point,"[75.78551446777006, 30.11445891271686]",30-10-2018,75.78551447,30.11445891
19,Point,"[75.81908436588458, 30.059271070471507]",30-10-2018,75.81908437,30.05927107
20,Point,"[75.84114285282305, 30.05407083536786]",30-10-2018,75.84114285,30.05407084
21,Point,"[75.73911009943275, 30.07897132719029]",30-10-2018,75.7391101,30.07897133
22,Point,"[75.72034252467691, 30.151969647279138]",30-10-2018,75.72034252,30.15196965
23,Point,"[75.36110877698155, 30.137456603086907]",30-10-2018,75.36110878,30.1374566
24,Point,"[75.3554439515421, 30.132557408025523]",30-10-2018,75.35544395,30.13255741
25,Point,"[74.64287581843564, 30.485856575135237]",30-10-2018,74.64287582,30.48585658
26,Point,"[74.65901198786923, 30.495046012713786]",30-10-2018,74.65901199,30.49504601
27,Point,"[74.67090684296545, 30.52486309205928]",30-10-2018,74.67090684,30.52486309
28,Point,"[74.53067393642183, 30.525128673497047]",30-10-2018,74.53067394,30.52512867
29,Point,"[74.40132415476208, 30.689403506643586]",30-10-2018,74.40132415,30.68940351
30,Point,"[74.26706473374306, 30.694760798892073]",30-10-2018,74.26706473,30.6947608
31,Point,"[74.68127547885089, 30.737369332766292]",30-10-2018,74.68127548,30.73736933
32,Point,"[74.75390012785044, 30.638695185926284]",30-10-2018,74.75390013,30.63869519
33,Point,"[74.54476840592343, 30.843400791365106]",30-10-2018,74.54476841,30.84340079
34,Point,"[74.55138140903175, 30.864376381936363]",30-10-2018,74.55138141,30.86437638
35,Point,"[74.66698189812179, 31.048465064252945]",30-10-2018,74.6669819,31.04846506
36,Point,"[74.83305280667331, 31.03057716785181]",30-10-2018,74.83305281,31.03057717
37,Point,"[74.84583058841972, 31.119664130465406]",30-10-2018,74.84583059,31.11966413
38,Point,"[74.67365564165307, 31.136010728748303]",30-10-2018,74.67365564,31.13601073
39,Point,"[74.56945498827876, 31.165881149770673]",30-10-2018,74.56945499,31.16588115
40,Point,"[75.26328840455201, 30.763198176070997]",30-10-2018,75.2632884,30.76319818
41,Point,"[75.18062517962483, 30.77164173861957]",30-10-2018,75.18062518,30.77164174
42,Point,"[75.11954177232927, 30.769112270056695]",30-10-2018,75.11954177,30.76911227
43,Point,"[76.19422790537209, 30.64013907813719]",30-10-2018,76.19422791,30.64013908
44,Point,"[76.06199331043331, 31.10783123482668]",30-10-2018,76.06199331,31.10783123
